Entered data
Reagents:
Zn(NO3)2 1.0
NH2CH2COOH 0.6667
C6H8O7 0.277778
O2 -0.249924
Products:
ZnO 1.0
CO2 2.500068
H2O 2.777862
N2 1.33335
C 0.5
Mass of object product, g: 5
Emitting area, m^2: 0.0113
Burning time, s: 8
Ignition temperature, K: 450
The amount of water in crystalline hydrate: 0
Start of calculations
  T, K    Cp(reag)   Cp(prod)    dH(reag)     dH(prod)        Q          Cp*dT       A          delta       delta*n      rad       Result 
  2314    64.8164   100.1018    -292418.2    -304786.3      12368.2    164255.1   25397.9    -177284.9    -10893.9  35103.5    -45997.4
  2315    64.8164   100.1099    -292418.2    -304686.2      12268.1    164355.2   25411.5    -177498.7    -10907.0  35164.3    -46071.3
  2316    64.8164   100.1179    -292418.2    -304586.1      12167.9    164455.3   25425.2    -177712.5    -10920.2  35225.0    -46145.2
  2317    64.8164   100.1260    -292418.2    -304486.0      12067.8    164555.5   25438.8    -177926.4    -10933.3  35285.9    -46219.2
  2318    64.8164   100.1340    -292418.2    -304385.9      11967.7    164655.6   25452.4    -178140.3    -10946.4  35346.9    -46293.3
  2319    64.8164   100.1420    -292418.2    -304285.7      11867.6    164755.7   25466.0    -178354.2    -10959.6  35407.9    -46367.5
  2320    64.8164   100.1501    -292418.2    -304185.6      11767.4    164855.9   25479.7    -178568.1    -10972.7  35469.0    -46441.8
  2321    64.8164   100.1581    -292418.2    -304085.4      11667.3    164956.0   25493.3    -178782.1    -10985.9  35530.2    -46516.1
  2322    64.8164   100.1661    -292418.2    -303985.3      11567.1    165056.2   25506.9    -178996.0    -10999.0  35591.5    -46590.5
  2323    64.8164   100.1742    -292418.2    -303885.1      11466.9    165156.4   25520.5    -179210.0    -11012.2  35652.8    -46665.0
  2324    64.8164   100.1822    -292418.2    -303784.9      11366.7    165256.5   25534.2    -179424.0    -11025.3  35714.3    -46739.6
  2325    64.8164   100.1902    -292418.2    -303684.7      11266.6    165356.7   25547.8    -179638.0    -11038.5  35775.8    -46814.3
  2326    64.8164   100.1983    -292418.2    -303584.5      11166.4    165456.9   25561.4    -179852.0    -11051.6  35837.4    -46889.0
  2327    64.8164   100.2063    -292418.2    -303484.3      11066.2    165557.1   25575.0    -180066.0    -11064.8  35899.0    -46963.8
  2328    64.8164   100.2144    -292418.2    -303384.1      10966.0    165657.3   25588.7    -180280.0    -11077.9  35960.8    -47038.7
  2329    64.8164   100.2224    -292418.2    -303283.9      10865.7    165757.6   25602.3    -180494.1    -11091.1  36022.6    -47113.7
  2330    64.8164   100.2304    -292418.2    -303183.7      10765.5    165857.8   25615.9    -180708.2    -11104.2  36084.5    -47188.8
  2331    64.8164   100.2385    -292418.2    -303083.4      10665.3    165958.0   25629.5    -180922.3    -11117.4  36146.5    -47263.9
  2332    64.8164   100.2465    -292418.2    -302983.2      10565.0    166058.3   25643.2    -181136.4    -11130.6  36208.6    -47339.1
  2333    64.8164   100.2545    -292418.2    -302882.9      10464.8    166158.5   25656.8    -181350.5    -11143.7  36270.7    -47414.4
  2334    64.8164   100.2626    -292418.2    -302782.7      10364.5    166258.8   25670.4    -181564.7    -11156.9  36333.0    -47489.8
  2335    64.8164   100.2706    -292418.2    -302682.4      10264.3    166359.0   25684.0    -181778.8    -11170.0  36395.3    -47565.3
  2336    64.8164   100.2786    -292418.2    -302582.1      10164.0    166459.3   25697.7    -181993.0    -11183.2  36457.7    -47640.8
  2337    64.8164   100.2867    -292418.2    -302481.9      10063.7    166559.6   25711.3    -182207.2    -11196.4  36520.1    -47716.5
  2338    64.8164   100.2947    -292418.2    -302381.6       9963.4    166659.9   25724.9    -182421.4    -11209.5  36582.7    -47792.2
  2339    64.8164   100.3027    -292418.2    -302281.3       9863.1    166760.2   25738.5    -182635.6    -11222.7  36645.3    -47868.0
  2340    64.8164   100.3108    -292418.2    -302181.0       9762.8    166860.5   25752.2    -182849.8    -11235.8  36708.0    -47943.8
  2341    64.8164   100.3188    -292418.2    -302080.7       9662.5    166960.8   25765.8    -183064.1    -11249.0  36770.8    -48019.8
  2342    64.8164   100.3269    -292418.2    -301980.3       9562.2    167061.1   25779.4    -183278.4    -11262.2  36833.7    -48095.8
  2343    64.8164   100.3342    -292418.2    -301880.0       9461.8    167161.5   25793.0    -183492.7    -11275.3  36896.6    -48172.0
  2344    64.8164   100.3410    -292418.2    -301779.7       9361.5    167261.8   25806.7    -183707.0    -11288.5  36959.6    -48248.2
  2345    64.8164   100.3479    -292418.2    -301679.3       9261.2    167362.1   25820.3    -183921.3    -11301.7  37022.8    -48324.4
  2346    64.8164   100.3547    -292418.2    -301579.0       9160.8    167462.5   25833.9    -184135.6    -11314.8  37086.0    -48400.8
  2347    64.8164   100.3615    -292418.2    -301478.6       9060.4    167562.8   25847.5    -184349.9    -11328.0  37149.2    -48477.2
  2348    64.8164   100.3684    -292418.2    -301378.2       8960.1    167663.2   25861.2    -184564.3    -11341.2  37212.6    -48553.8
  2349    64.8164   100.3752    -292418.2    -301277.9       8859.7    167763.6   25874.8    -184778.7    -11354.4  37276.0    -48630.4
  2350    64.8164   100.3820    -292418.2    -301177.5       8759.3    167864.0   25888.4    -184993.1    -11367.5  37339.5    -48707.1
  2351    64.8164   100.3889    -292418.2    -301077.1       8658.9    167964.3   25902.0    -185207.5    -11380.7  37403.1    -48783.8
  2352    64.8164   100.3957    -292418.2    -300976.7       8558.5    168064.7   25915.7    -185421.9    -11393.9  37466.8    -48860.7
  2353    64.8164   100.4025    -292418.2    -300876.3       8458.1    168165.1   25929.3    -185636.3    -11407.1  37530.6    -48937.6
  2354    64.8164   100.4094    -292418.2    -300775.9       8357.7    168265.5   25942.9    -185850.7    -11420.2  37594.4    -49014.6
  2355    64.8164   100.4162    -292418.2    -300675.5       8257.3    168366.0   25956.5    -186065.2    -11433.4  37658.3    -49091.7
  2356    64.8164   100.4230    -292418.2    -300575.1       8156.9    168466.4   25970.2    -186279.6    -11446.6  37722.3    -49168.9
  2357    64.8164   100.4299    -292418.2    -300474.7       8056.5    168566.8   25983.8    -186494.1    -11459.8  37786.4    -49246.2
  2358    64.8164   100.4367    -292418.2    -300374.2       7956.1    168667.2   25997.4    -186708.6    -11473.0  37850.6    -49323.5
  2359    64.8164   100.4435    -292418.2    -300273.8       7855.6    168767.7   26011.1    -186923.1    -11486.1  37914.8    -49401.0
  2360    64.8164   100.4504    -292418.2    -300173.3       7755.2    168868.1   26024.7    -187137.6    -11499.3  37979.2    -49478.5
  2361    64.8164   100.4572    -292418.2    -300072.9       7654.7    168968.6   26038.3    -187352.2    -11512.5  38043.6    -49556.1
  2362    64.8164   100.4640    -292418.2    -299972.4       7554.2    169069.0   26051.9    -187566.7    -11525.7  38108.1    -49633.8
  2363    64.8164   100.4709    -292418.2    -299871.9       7453.8    169169.5   26065.6    -187781.3    -11538.9  38172.6    -49711.5
  2364    64.8164   100.4777    -292418.2    -299771.5       7353.3    169270.0   26079.2    -187995.8    -11552.1  38237.3    -49789.4
  2365    64.8164   100.4845    -292418.2    -299671.0       7252.8    169370.5   26092.8    -188210.4    -11565.2  38302.0    -49867.3
  2366    64.8164   100.4914    -292418.2    -299570.5       7152.3    169470.9   26106.4    -188425.0    -11578.4  38366.9    -49945.3
  2367    64.8164   100.4982    -292418.2    -299470.0       7051.8    169571.4   26120.1    -188639.7    -11591.6  38431.8    -50023.4
  2368    64.8164   100.5050    -292418.2    -299369.5       6951.3    169671.9   26133.7    -188854.3    -11604.8  38496.8    -50101.6
  2369    64.8164   100.5119    -292418.2    -299269.0       6850.8    169772.5   26147.3    -189068.9    -11618.0  38561.8    -50179.8
  2370    64.8164   100.5187    -292418.2    -299168.5       6750.3    169873.0   26160.9    -189283.6    -11631.2  38627.0    -50258.2
  2371    64.8164   100.5255    -292418.2    -299068.0       6649.8    169973.5   26174.6    -189498.2    -11644.4  38692.2    -50336.6
  2372    64.8164   100.5324    -292418.2    -298967.4       6549.3    170074.0   26188.2    -189712.9    -11657.6  38757.5    -50415.1
  2373    64.8164   100.5392    -292418.2    -298866.9       6448.7    170174.6   26201.8    -189927.6    -11670.8  38822.9    -50493.7
  2374    64.8164   100.5460    -292418.2    -298766.4       6348.2    170275.1   26215.4    -190142.3    -11684.0  38888.4    -50572.4
  2375    64.8164   100.5529    -292418.2    -298665.8       6247.6    170375.6   26229.1    -190357.1    -11697.1  38954.0    -50651.1
  2376    64.8164   100.5597    -292418.2    -298565.3       6147.1    170476.2   26242.7    -190571.8    -11710.3  39019.6    -50730.0
  2377    64.8164   100.5665    -292418.2    -298464.7       6046.5    170576.8   26256.3    -190786.6    -11723.5  39085.4    -50808.9
  2378    64.8164   100.5734    -292418.2    -298364.1       5945.9    170677.3   26269.9    -191001.3    -11736.7  39151.2    -50887.9
  2379    64.8164   100.5802    -292418.2    -298263.5       5845.4    170777.9   26283.6    -191216.1    -11749.9  39217.1    -50967.0
  2380    64.8164   100.5870    -292418.2    -298163.0       5744.8    170878.5   26297.2    -191430.9    -11763.1  39283.1    -51046.2
  2381    64.8164   100.5939    -292418.2    -298062.4       5644.2    170979.1   26310.8    -191645.7    -11776.3  39349.1    -51125.4
  2382    64.8164   100.6007    -292418.2    -297961.8       5543.6    171079.7   26324.4    -191860.5    -11789.5  39415.3    -51204.8
  2383    64.8164   100.6075    -292418.2    -297861.2       5443.0    171180.3   26338.1    -192075.4    -11802.7  39481.5    -51284.2
  2384    64.8164   100.6144    -292418.2    -297760.6       5342.4    171280.9   26351.7    -192290.2    -11815.9  39547.8    -51363.7
  2385    64.8164   100.6212    -292418.2    -297659.9       5241.8    171381.5   26365.3    -192505.1    -11829.1  39614.2    -51443.3
  2386    64.8164   100.6280    -292418.2    -297559.3       5141.1    171482.1   26378.9    -192719.9    -11842.3  39680.7    -51523.0
  2387    64.8164   100.6349    -292418.2    -297458.7       5040.5    171582.8   26392.6    -192934.8    -11855.5  39747.2    -51602.8
  2388    64.8164   100.6417    -292418.2    -297358.0       4939.9    171683.4   26406.2    -193149.7    -11868.8  39813.9    -51682.6
  2389    64.8164   100.6485    -292418.2    -297257.4       4839.2    171784.1   26419.8    -193364.6    -11882.0  39880.6    -51762.6
  2390    64.8164   100.6554    -292418.2    -297156.7       4738.6    171884.7   26433.4    -193579.6    -11895.2  39947.4    -51842.6
  2391    64.8164   100.6622    -292418.2    -297056.1       4637.9    171985.4   26447.1    -193794.5    -11908.4  40014.3    -51922.7
  2392    64.8164   100.6690    -292418.2    -296955.4       4537.3    172086.0   26460.7    -194009.5    -11921.6  40081.3    -52002.9
  2393    64.8164   100.6759    -292418.2    -296854.7       4436.6    172186.7   26474.3    -194224.4    -11934.8  40148.4    -52083.2
  2394    64.8164   100.6827    -292418.2    -296754.1       4335.9    172287.4   26487.9    -194439.4    -11948.0  40215.5    -52163.5
  2395    64.8164   100.6896    -292418.2    -296653.4       4235.2    172388.1   26501.6    -194654.4    -11961.2  40282.8    -52244.0
  2396    64.8164   100.6964    -292418.2    -296552.7       4134.5    172488.8   26515.2    -194869.4    -11974.4  40350.1    -52324.5
  2397    64.8164   100.7032    -292418.2    -296452.0       4033.8    172589.5   26528.8    -195084.5    -11987.6  40417.5    -52405.1
  2398    64.8164   100.7101    -292418.2    -296351.3       3933.1    172690.2   26542.4    -195299.5    -12000.9  40485.0    -52485.8
  2399    64.8164   100.7169    -292418.2    -296250.6       3832.4    172790.9   26556.1    -195514.6    -12014.1  40552.6    -52566.6
  2400    64.8164   100.7237    -292418.2    -296149.8       3731.7    172891.6   26569.7    -195729.6    -12027.3  40620.2    -52647.5
  2401    64.8164   100.7306    -292418.2    -296049.1       3631.0    172992.3   26583.3    -195944.7    -12040.5  40688.0    -52728.5
  2402    64.8164   100.7374    -292418.2    -295948.4       3530.2    173093.1   26596.9    -196159.8    -12053.7  40755.8    -52809.5
  2403    64.8164   100.7442    -292418.2    -295847.6       3429.5    173193.8   26610.6    -196374.9    -12066.9  40823.7    -52890.6
  2404    64.8164   100.7511    -292418.2    -295746.9       3328.7    173294.6   26624.2    -196590.0    -12080.2  40891.7    -52971.9
  2405    64.8164   100.7579    -292418.2    -295646.1       3228.0    173395.3   26637.8    -196805.2    -12093.4  40959.8    -53053.2
  2406    64.8164   100.7647    -292418.2    -295545.4       3127.2    173496.1   26651.4    -197020.3    -12106.6  41028.0    -53134.6
  2407    64.8164   100.7716    -292418.2    -295444.6       3026.4    173596.8   26665.1    -197235.5    -12119.8  41096.2    -53216.0
  2408    64.8164   100.7784    -292418.2    -295343.8       2925.7    173697.6   26678.7    -197450.6    -12133.0  41164.5    -53297.6
  2409    64.8164   100.7852    -292418.2    -295243.1       2824.9    173798.4   26692.3    -197665.8    -12146.3  41233.0    -53379.2
  2410    64.8164   100.7921    -292418.2    -295142.3       2724.1    173899.2   26705.9    -197881.0    -12159.5  41301.5    -53461.0
  2411    64.8164   100.7989    -292418.2    -295041.5       2623.3    174000.0   26719.6    -198096.2    -12172.7  41370.1    -53542.8
  2412    64.8164   100.8057    -292418.2    -294940.7       2522.5    174100.8   26733.2    -198311.5    -12185.9  41438.7    -53624.7
  2413    64.8164   100.8126    -292418.2    -294839.9       2421.7    174201.6   26746.8    -198526.7    -12199.2  41507.5    -53706.7
  2414    64.8164   100.8194    -292418.2    -294739.0       2320.9    174302.4   26760.5    -198742.0    -12212.4  41576.4    -53788.7
  2415    64.8164   100.8262    -292418.2    -294638.2       2220.1    174403.2   26774.1    -198957.2    -12225.6  41645.3    -53870.9
  2416    64.8164   100.8331    -292418.2    -294537.4       2119.2    174504.1   26787.7    -199172.5    -12238.8  41714.3    -53953.2
  2417    64.8164   100.8399    -292418.2    -294436.6       2018.4    174604.9   26801.3    -199387.8    -12252.1  41783.4    -54035.5
  2418    64.8164   100.8467    -292418.2    -294335.7       1917.5    174705.7   26815.0    -199603.1    -12265.3  41852.6    -54117.9
  2419    64.8164   100.8536    -292418.2    -294234.9       1816.7    174806.6   26828.6    -199818.5    -12278.5  41921.9    -54200.4
  2420    64.8164   100.8604    -292418.2    -294134.0       1715.8    174907.4   26842.2    -200033.8    -12291.8  41991.3    -54283.0
  2421    64.8164   100.8672    -292418.2    -294033.1       1615.0    175008.3   26855.8    -200249.2    -12305.0  42060.7    -54365.7
  2422    64.8164   100.8741    -292418.2    -293932.3       1514.1    175109.2   26869.5    -200464.5    -12318.2  42130.2    -54448.5
  2423    64.8164   100.8809    -292418.2    -293831.4       1413.2    175210.1   26883.1    -200679.9    -12331.5  42199.9    -54531.3
  2424    64.8164   100.8877    -292418.2    -293730.5       1312.3    175310.9   26896.7    -200895.3    -12344.7  42269.6    -54614.3
  2425    64.8164   100.8946    -292418.2    -293629.6       1211.5    175411.8   26910.3    -201110.7    -12357.9  42339.4    -54697.3
  2426    64.8164   100.9014    -292418.2    -293528.7       1110.6    175512.7   26924.0    -201326.1    -12371.2  42409.2    -54780.4
  2427    64.8164   100.9082    -292418.2    -293427.8       1009.7    175613.6   26937.6    -201541.6    -12384.4  42479.2    -54863.6
  2428    64.8164   100.9151    -292418.2    -293326.9        908.7    175714.5   26951.2    -201757.0    -12397.7  42549.3    -54946.9
